1991,0.8
1992,0.8
1993,1.7
1994,2.3
1995,2.0
1996,2.5
1997,0.8
1998,0.8
1999,1.0
2000,0.9
2001,0.7
2002,0.4
2003,-0.2
2004,0.8
2005,0.4
2006,0.6
2007,0.9
2008,0.6
2009,0.2
2010,0.7
2011,0.7
2012,1.1
2013,0.4
2014,0.7
2015,0.9
2016,0.6
2017,0.8
2018,0.8
2019,0.7
2020,-0.4
2021,-0.9
